itemName,url 
獸血沸騰改編－海倫的秋刀宴,http://cl.koco.pw/htm_data/20/1704/2342444.html
人贩王五系列之绑架熟妇康小曼,http://cl.koco.pw/htm_data/20/1704/2342376.html
时空捕奴号－－兽血初试炼,http://cl.koco.pw/htm_data/20/1704/2342241.html
网上认识的女孩,http://cl.koco.pw/htm_data/20/1704/2340769.html
神雕之淫荡娇妻绿帽夫,http://cl.koco.pw/htm_data/20/1704/2340125.html
乱伦深渊之终极乱伦,http://cl.koco.pw/htm_data/20/1704/2339800.html
鲁鲁修之轮回（1-535完结）作者：神之残曲,http://cl.koco.pw/htm_data/20/1510/1660204.html
无限之无敌反派全（更新完）,http://cl.koco.pw/htm_data/20/1510/1660044.html
妖窟魔影（全）作者：西村寿行,http://cl.koco.pw/htm_data/20/1510/1660160.html
琉璃狐 作品合集,http://cl.koco.pw/htm_data/20/1510/1659545.html
天浴迷情:桃花谭的女儿们 [1-284完结] 作者:花月夜,http://cl.koco.pw/htm_data/20/1509/1657127.html
[专职转贴分享]爱上同桌,http://cl.koco.pw/htm_data/20/1711/2750554.html
性奴,http://cl.koco.pw/htm_data/20/1711/2750684.html
女友闺密的无套诱惑,http://cl.koco.pw/htm_data/20/1711/2751612.html
轻语人生,http://cl.koco.pw/htm_data/20/1711/2750250.html
虔诚 忠诚 宽恕,http://cl.koco.pw/htm_data/20/1711/2750243.html
女囚们,http://cl.koco.pw/htm_data/20/1711/2749161.html
[人妻乱伦] 恋落琉璃,http://cl.koco.pw/htm_data/20/1711/2749342.html
处男之洗浴中心破处,http://cl.koco.pw/htm_data/20/1708/2574834.html
一肏四个,http://cl.koco.pw/htm_data/20/1708/2574643.html
我和师父母女,http://cl.koco.pw/htm_data/20/1708/2574718.html
上了合租美女,http://cl.koco.pw/htm_data/20/1708/2574727.html
与影楼女前台的一段情,http://cl.koco.pw/htm_data/20/1708/2574645.html
萼难（公孙止淫虐绝情谷二次修订版本）,http://cl.koco.pw/htm_data/20/1705/2400770.html
小若的端午行    作者：gougouguagua1[完结],http://cl.koco.pw/htm_data/20/1705/2400712.html
内裤大盗的告白,http://cl.koco.pw/htm_data/20/1705/2399964.html
老师也是要满足的,http://cl.koco.pw/htm_data/20/1705/2399697.html
悟空三打白骨精,http://cl.koco.pw/htm_data/20/1705/2399565.html
夜半游泳池,http://cl.koco.pw/htm_data/20/1706/2462813.html
貂蝉戏刘禅（王者荣耀系列第二篇）「原创」,http://cl.koco.pw/htm_data/20/1706/2462935.html
不甘被轮奸的张蕾蕾(全文完),http://cl.koco.pw/htm_data/20/1706/2462791.html
老婆爱群交,http://cl.koco.pw/htm_data/20/1706/2462057.html
[星盟-原创代发0615]地铁迷情（原创SM调教小说，附教程）[7P],http://cl.koco.pw/htm_data/20/1706/2461530.html
李娅的一天,http://cl.koco.pw/htm_data/20/1706/2461607.html
妻欲难填：售楼小姐沉沦日记,http://cl.koco.pw/htm_data/20/1706/2461151.html
转载《我们夫妻的别样交友》,http://cl.koco.pw/htm_data/20/1704/2353727.html
对门的淫乱夫妻,http://cl.koco.pw/htm_data/20/1704/2354685.html
我的大学性事 (原创),http://cl.koco.pw/htm_data/20/1704/2353109.html
高中艳遇生活,http://cl.koco.pw/htm_data/20/1704/2353465.html
大奶淫荡女大学生自述,http://cl.koco.pw/htm_data/20/1704/2353622.html
和同学老婆在宾馆开房偷情性经历,http://cl.koco.pw/htm_data/20/1704/2353662.html
禽兽父亲迷奸亲生女儿,http://cl.koco.pw/htm_data/20/1704/2352636.html
堕入深渊的美艳熟妇,http://cl.koco.pw/htm_data/20/1704/2352843.html
絕妙的計劃 作者：a0963200638,http://cl.koco.pw/htm_data/20/1709/2656961.html
丁少秋的婚礼,http://cl.koco.pw/htm_data/20/1709/2655670.html
[原创]背着老公和小叔偷情的我,http://cl.koco.pw/htm_data/20/1709/2654944.html
我是如何一步一步征服我的妈妈一,http://cl.koco.pw/htm_data/20/1709/2654651.html
重庆一次人妻邂逅,http://cl.koco.pw/htm_data/20/1709/2654677.html
金瓶梅新 26楼更新完毕,http://cl.koco.pw/htm_data/20/1709/2652702.html
女子私密会所[1到473章，更新完],http://cl.koco.pw/htm_data/20/1404/1053515.html
茹母含新[12章完],http://cl.koco.pw/htm_data/20/1411/1272336.html
露春红（26回更新完）,http://cl.koco.pw/htm_data/20/1405/1100317.html
附体记[更新至第八部],http://cl.koco.pw/htm_data/20/1707/2513405.html
妻子和我的朋友们,http://cl.koco.pw/htm_data/20/1707/2512694.html
小师妹,http://cl.koco.pw/htm_data/20/1707/2513366.html
豹情三部曲之一-黑豹冷情 [完结],http://cl.koco.pw/htm_data/20/1408/1178192.html
豹情三部曲之二-雪豹柔情[完结],http://cl.koco.pw/htm_data/20/1408/1178994.html
豹情三部曲之三-花豹追情[完结],http://cl.koco.pw/htm_data/20/1408/1179040.html
新任英语教师[全本11章完],http://cl.koco.pw/htm_data/20/1406/1126430.html
将军本色,http://cl.koco.pw/htm_data/20/1406/1091866.html
魔女的誘惑（1-102章，已完結）,http://cl.koco.pw/htm_data/20/1406/1099554.html
百妇谱[全本],http://cl.koco.pw/htm_data/20/1406/1099206.html
王老五的情欲生活[完],http://cl.koco.pw/htm_data/20/1412/1284011.html
[先鋒原創文學]殞落城市(全),http://cl.koco.pw/htm_data/20/1412/1282154.html
三国艳情别传[完],http://cl.koco.pw/htm_data/20/1412/1281968.html
[Rep][先锋原创文学]《异地女友之情欲难逃》草榴首发,http://cl.koco.pw/htm_data/20/1412/1281755.html
花香飘满衣[213章完结],http://cl.koco.pw/htm_data/20/1412/1280647.html
风流飘香处处香[100W字全部完结],http://cl.koco.pw/htm_data/20/1412/1279788.html
猎美玉龙[完],http://cl.koco.pw/htm_data/20/1412/1279889.html
魔尊风流之后宫[完],http://cl.koco.pw/htm_data/20/1412/1279841.html
莹瑶传,http://cl.koco.pw/htm_data/20/1602/1836200.html
婚外情：已婚男人和坐台小姐,http://cl.koco.pw/htm_data/20/1602/1836117.html
都市艳遇指南,http://cl.koco.pw/htm_data/20/1602/1835107.html
风流剑圣无限之旅,http://cl.koco.pw/htm_data/20/1602/1834042.html
辣手催花,http://cl.koco.pw/htm_data/20/1602/1833498.html
媚色倾国 （1-3部全本 番外）,http://cl.koco.pw/htm_data/20/1602/1832296.html
穿越特工后宫行,http://cl.koco.pw/htm_data/20/1602/1832274.html
娇妻美妾任君尝（完）+番外,http://cl.koco.pw/htm_data/20/1602/1831844.html
微信性爱系统（1-53）作者：森破小子,http://cl.koco.pw/htm_data/20/1710/2728563.html
意外乱伦勾起的母子淫邪,http://cl.koco.pw/htm_data/20/1710/2728037.html
蚊帐里的乱伦,http://cl.koco.pw/htm_data/20/1710/2727879.html
小龙女的淫虐地狱,http://cl.koco.pw/htm_data/20/1710/2727628.html
梦玲的婚前自荐,http://cl.koco.pw/htm_data/20/1710/2727586.html
北京地铁姑娘,http://cl.koco.pw/htm_data/20/1710/2727661.html
《仙道炼心》（终极完美版全本）,http://cl.koco.pw/htm_data/20/1504/1429871.html
尴尬女人行（1-12全）作者：zfw1980,http://cl.koco.pw/htm_data/20/1504/1449514.html
后宫群芳谱（1-586章）,http://cl.koco.pw/htm_data/20/1504/1429842.html
[老师小琪](1-9完),http://cl.koco.pw/htm_data/20/1504/1465624.html
灵媒岛（1-35完+外传1-8）（双性重口味）作者：supercoldking,http://cl.koco.pw/htm_data/20/1504/1437922.html
忘情岁月[完],http://cl.koco.pw/htm_data/20/1503/1373642.html
侠男情女斗淫魔[完],http://cl.koco.pw/htm_data/20/1503/1372326.html
艳遇修真(1-263章）[完],http://cl.koco.pw/htm_data/20/1503/1363959.html
绣戈袍全传(1-42章)[完],http://cl.koco.pw/htm_data/20/1503/1367143.html
飞天帮[完],http://cl.koco.pw/htm_data/20/1503/1373540.html
你不要去得罪那个医生[1-16章],http://cl.koco.pw/htm_data/20/1503/1395321.html
隔壁的房客,http://cl.koco.pw/htm_data/20/1709/2615464.html
SONNET～心中的牵挂～ （完本）,http://cl.koco.pw/htm_data/20/1709/2615570.html
玩弄音乐学院女大学生,http://cl.koco.pw/htm_data/20/1708/2614658.html
暴露女友之胁迫,http://cl.koco.pw/htm_data/20/1708/2613495.html
[榴友联盟] 跟已经订婚的小徒弟缠绵,http://cl.koco.pw/htm_data/20/1708/2613955.html
[榴友联盟] 重庆缘起缘灭，真实经历求毕业,http://cl.koco.pw/htm_data/20/1708/2613682.html
盛世王朝（全）,http://cl.koco.pw/htm_data/20/1708/2613261.html
哪咤的淫乱史,http://cl.koco.pw/htm_data/20/1704/2339425.html
丝足女神诗璇的异国地狱（圣诞篇前夜）,http://cl.koco.pw/htm_data/20/1704/2338748.html
大学辅导员的暑期调教,http://cl.koco.pw/htm_data/20/1704/2338916.html
步步生莲,http://cl.koco.pw/htm_data/20/1704/2338669.html
女性专用车厢,http://cl.koco.pw/htm_data/20/1704/2336963.html
美妇人,http://cl.koco.pw/htm_data/20/1704/2336815.html
小姨的诱惑,http://cl.koco.pw/htm_data/20/1704/2335320.html
新舞男泪,http://cl.koco.pw/htm_data/20/1704/2335307.html
穿越大周(武唐风流)（1-348完）作者：寂寞石头,http://cl.koco.pw/htm_data/20/1509/1654782.html
红尘都市（第二部）（1-620完结）作者：生活所迫,http://cl.koco.pw/htm_data/20/1509/1623292.html
红粉战驹 [共21卷完] 作者：水临枫,http://cl.koco.pw/htm_data/20/1509/1649740.html
进化 [第一部+第二部+番外] (全) 作者：lalala03,http://cl.koco.pw/htm_data/20/1509/1647133.html
无肉不欢の授课方式（1-60完结）作者：水尧儿,http://cl.koco.pw/htm_data/20/1509/1624494.html
[专职转贴分享]40淫妇勾引年轻家教,http://cl.koco.pw/htm_data/20/1711/2749348.html
健身小姐余婕,http://cl.koco.pw/htm_data/20/1711/2747366.html
春节打牌引发的乱伦,http://cl.koco.pw/htm_data/20/1711/2747361.html
艾滋女生日记,http://cl.koco.pw/htm_data/20/1711/2747365.html
被老公的领导强奸,http://cl.koco.pw/htm_data/20/1708/2574294.html
人妻主播,http://cl.koco.pw/htm_data/20/1708/2573420.html
巨乳童颜的美女博士,http://cl.koco.pw/htm_data/20/1708/2573253.html
老师愿意做我的性奴,http://cl.koco.pw/htm_data/20/1708/2572443.html
被同学侵犯的妈妈  (完)   作者：qwert79268,http://cl.koco.pw/htm_data/20/1708/2573042.html
性癖好骚女,http://cl.koco.pw/htm_data/20/1708/2572748.html
懷孕老婆和朋友通姦 （完） 作者：test,http://cl.koco.pw/htm_data/20/1708/2572727.html
丹丹的淫奴日记,http://cl.koco.pw/htm_data/20/1708/2571986.html
第一次和网友3P,http://cl.koco.pw/htm_data/20/1708/2571937.html
姐姐  剧本,http://cl.koco.pw/htm_data/20/1705/2398659.html
我和小姨子小琪,http://cl.koco.pw/htm_data/20/1705/2397177.html
欲海--个人原创,http://cl.koco.pw/htm_data/20/1705/2396818.html
神奇的口袋,http://cl.koco.pw/htm_data/20/1705/2396867.html
重生之风流柯南 （全）,http://cl.koco.pw/htm_data/20/1705/2396598.html
老师与学生打赌,http://cl.koco.pw/htm_data/20/1705/2395610.html
真实记录下的东莞故事，岺南七载性福永存,http://cl.koco.pw/htm_data/20/1705/2395563.html
初碰出台医学学生妹,http://cl.koco.pw/htm_data/20/1705/2395991.html
色而不淫丁黎桦(全文完),http://cl.koco.pw/htm_data/20/1706/2461007.html
花败（完）,http://cl.koco.pw/htm_data/20/1706/2460266.html
唯一的一次三人行,http://cl.koco.pw/htm_data/20/1706/2458951.html
Fate / Stay Night [转] 作者：不详,http://cl.koco.pw/htm_data/20/1706/2457157.html
刚高考完的妹子回忆最近发生的一次三人行,http://cl.koco.pw/htm_data/20/1706/2457882.html
从意淫到现实(我的淫妻经历),http://cl.koco.pw/htm_data/20/1706/2456865.html
极品家丁——远方来客 作者：slow00,http://cl.koco.pw/htm_data/20/1706/2455539.html
让老婆满足自己淫妻欲的经验分享(转帖),http://cl.koco.pw/htm_data/20/1706/2456332.html
红尘都市（第三部）（1-530完结）作者：生活所迫,http://cl.koco.pw/htm_data/20/1706/2455694.html
护士妈妈的堕落,http://cl.koco.pw/htm_data/20/1704/2352752.html
成熟妩媚的干妈,http://cl.koco.pw/htm_data/20/1704/2352600.html
偷看妈妈洗澡引发的乱伦,http://cl.koco.pw/htm_data/20/1704/2351884.html
良美回忆淫妻记,http://cl.koco.pw/htm_data/20/1704/2352489.html
真实虚妄的现实 催眠,http://cl.koco.pw/htm_data/20/1704/2351745.html
让人销魂的少妇,http://cl.koco.pw/htm_data/20/1704/2351840.html
后妈赤裸裸的诱惑,http://cl.koco.pw/htm_data/20/1709/2650767.html
骚妇出轨,http://cl.koco.pw/htm_data/20/1709/2650549.html
我们轮用同事的大奶淫妻,http://cl.koco.pw/htm_data/20/1709/2650876.html
愛３Ｐ的嬌妻　作者：不詳,http://cl.koco.pw/htm_data/20/1709/2650513.html
（转）菲兒淫亂的婚前序曲 作者：xialingfei1989,http://cl.koco.pw/htm_data/20/1709/2649583.html
洪荒少年猎艳录（1-380未刪节全本）0208更新,http://cl.koco.pw/htm_data/20/1404/877573.html
艳婚野史（四卷十二回更新完）,http://cl.koco.pw/htm_data/20/1404/1081338.html
女上司的诱惑[1-458章，更新完],http://cl.koco.pw/htm_data/20/1404/1052648.html
村光无限美[1到82章，更新完],http://cl.koco.pw/htm_data/20/1404/1051627.html
与岳父岳母共同住在一起的日子(长篇16章完结),http://cl.koco.pw/htm_data/20/1404/1060719.html
曼娜的少妇岁月（鸿篇巨制共126章完）,http://cl.koco.pw/htm_data/20/1404/1050914.html
连城诀外传[完]附下载,http://cl.koco.pw/htm_data/20/1411/1270019.html
情色碧血剑[完]附下载,http://cl.koco.pw/htm_data/20/1411/1270000.html
平行世界：平凡的一周[完],http://cl.koco.pw/htm_data/20/1411/1269294.html
大学记事Ⅰ和Ⅱ (完),http://cl.koco.pw/htm_data/20/1411/1238616.html
和姐姐一家人在一起的日子[全],http://cl.koco.pw/htm_data/20/1411/1240051.html
我和妻子的淫荡事[完],http://cl.koco.pw/htm_data/20/1411/1240012.html
乡春(1-306章),http://cl.koco.pw/htm_data/20/1411/1262101.html
金海陵纵欲亡身（更新完）,http://cl.koco.pw/htm_data/20/1405/1100313.html
[8月29日更新]如影逐形[全文完],http://cl.koco.pw/htm_data/20/1405/1012266.html
酬鸾凤（25回更新完）,http://cl.koco.pw/htm_data/20/1405/1089784.html
畸爱博士[1-23，完结],http://cl.koco.pw/htm_data/20/1405/1077865.html
警花相伴（中篇）,http://cl.koco.pw/htm_data/20/1405/1076997.html
背着老婆和小姨子搞,http://cl.koco.pw/htm_data/20/1707/2513206.html
狂干洗浴中心的小姐,http://cl.koco.pw/htm_data/20/1707/2512589.html
都市狩猎,http://cl.koco.pw/htm_data/20/1707/2512308.html
勾引小妹夫（完）作者：不详,http://cl.koco.pw/htm_data/20/1707/2511831.html
色即是空[全20集完],http://cl.koco.pw/htm_data/20/1408/1207371.html
天堂在左[全书完],http://cl.koco.pw/htm_data/20/1408/1206796.html
绿帽：娇妻的礼物[完结],http://cl.koco.pw/htm_data/20/1408/1206801.html
风流董事长[全书完],http://cl.koco.pw/htm_data/20/1408/1205796.html
景区凌辱计划原创小说,http://cl.koco.pw/htm_data/20/1408/1205747.html
采花大盗历险记（中篇，1-39章完结）,http://cl.koco.pw/htm_data/20/1406/1099165.html
娱乐帝国行[1-202章完结],http://cl.koco.pw/htm_data/20/1406/1098425.html
艳兽都市[未删节精校版全本],http://cl.koco.pw/htm_data/20/1406/1097622.html
帝国——段家女将+续[全本],http://cl.koco.pw/htm_data/20/1406/1097669.html
焚天阴魔[180章完结],http://cl.koco.pw/htm_data/20/1406/1095131.html
性狂想曲[长篇65章完结],http://cl.koco.pw/htm_data/20/1406/1095362.html
艳福不浅[长篇380章完结],http://cl.koco.pw/htm_data/20/1405/1095886.html
玉都花少[长篇242章完结],http://cl.koco.pw/htm_data/20/1405/1095955.html
逃脱[完],http://cl.koco.pw/htm_data/20/1412/1278611.html
就要你的爱[完],http://cl.koco.pw/htm_data/20/1412/1276717.html
[镜（ＮＰ文）](1-13+番外)[完],http://cl.koco.pw/htm_data/20/1412/1276712.html
[黄蓉H版系列[39部][100W字全部完结],http://cl.koco.pw/htm_data/20/1412/1275779.html
国航内部年会[51章](全),http://cl.koco.pw/htm_data/20/1412/1273240.html
兽性之夜[完],http://cl.koco.pw/htm_data/20/1412/1274200.html
官商秘史[600章](全),http://cl.koco.pw/htm_data/20/1412/1274192.html
极品唏嘘[完],http://cl.koco.pw/htm_data/20/1412/1305285.html
都市记事(1-40章)[全本] 作者：菠菜粥,http://cl.koco.pw/htm_data/20/1602/1830894.html
重活了（同人）（1-37章第一部完）作者：998,http://cl.koco.pw/htm_data/20/1602/1825033.html
穿越收美传(未删节1-380章)作者:失业游民,http://cl.koco.pw/htm_data/20/1602/1823473.html
九阳谷之张无忌与雪岭双姝（1-27完结）,http://cl.koco.pw/htm_data/20/1601/1809600.html
无齿僵尸（炼血专家）（1-10集完结）作者：骷髅精灵&阿苦,http://cl.koco.pw/htm_data/20/1601/1807507.html
一个男人的伪高潮（全）,http://cl.koco.pw/htm_data/20/1710/2727587.html
实验体183号:梦中洗脑,http://cl.koco.pw/htm_data/20/1710/2726627.html
[转] 爱妻是ＡＶ替身,http://cl.koco.pw/htm_data/20/1710/2727115.html
阿拉丁和神灯（全）,http://cl.koco.pw/htm_data/20/1710/2725811.html
４Ｐ之夜,http://cl.koco.pw/htm_data/20/1710/2724928.html
高中女孩,http://cl.koco.pw/htm_data/20/1710/2724514.html
女友的联谊派对(修订版),http://cl.koco.pw/htm_data/20/1504/1439599.html
逐艳金庸群芳（1-187）[全本完],http://cl.koco.pw/htm_data/20/1504/1437537.html
爱神之传奇（12章完结）,http://cl.koco.pw/htm_data/20/1504/1462899.html
3对3：美丽母亲们的哀羞,http://cl.koco.pw/htm_data/20/1504/1462540.html
熟人系列——入室强奸（全）作者：马成,http://cl.koco.pw/htm_data/20/1504/1437896.html
田野花香（1-216全）,http://cl.koco.pw/htm_data/20/1504/1424353.html
白马啸西风（成人版＋后传）[完],http://cl.koco.pw/htm_data/20/1503/1372261.html
弟弟，姐想吃你的精液（个人原创）,http://cl.koco.pw/htm_data/20/1503/1365473.html
十多年来的经历,http://cl.koco.pw/htm_data/20/1503/1362640.html
新笑傲之令狐冲风流录(1-100章)[完],http://cl.koco.pw/htm_data/20/1503/1365154.html
成人版四大美女[完],http://cl.koco.pw/htm_data/20/1503/1366234.html
穿越异界之欲望女神(1-203章)[完],http://cl.koco.pw/htm_data/20/1502/1361136.html
雨果的逆袭（完）,http://cl.koco.pw/htm_data/20/1502/1359824.html
梅花三女侠(1-3卷95章完),http://cl.koco.pw/htm_data/20/1502/1360878.html
转世道人（第二章已更新，9.1）,http://cl.koco.pw/htm_data/20/1708/2613275.html
旅行路上特殊照顾女友的同学,http://cl.koco.pw/htm_data/20/1708/2612241.html
一个男指压师的工作经历,http://cl.koco.pw/htm_data/20/1708/2612827.html
结婚前，相恋五年的未婚妻劈腿了,http://cl.koco.pw/htm_data/20/1708/2611669.html
荒淫的海外假期,http://cl.koco.pw/htm_data/20/1708/2611130.html
少妇白洁1-17章（最新整理版）,http://cl.koco.pw/htm_data/20/1708/2609884.html
春风化雨录,http://cl.koco.pw/htm_data/20/1708/2609887.html
恶魔少妇,http://cl.koco.pw/htm_data/20/1704/2335231.html
疯狂的报复,http://cl.koco.pw/htm_data/20/1704/2335157.html
淫尽天下花,http://cl.koco.pw/htm_data/20/1704/2335147.html
丝足女神诗璇的异国地狱,http://cl.koco.pw/htm_data/20/1704/2334580.html
都市风月（全本1-309）,http://cl.koco.pw/htm_data/20/1704/2334490.html
我与办公室少妇的激情故事,http://cl.koco.pw/htm_data/20/1704/2332007.html
异世绿皇录（2.4更新至30章（第一部完））作者：guodong44,http://cl.koco.pw/htm_data/20/1509/1640969.html
同学的可爱女友糖糖（精校版）（1-30完结）作者：好色男,http://cl.koco.pw/htm_data/20/1509/1640915.html
[8.27]  姐夫的荣耀  [2091-2097楼更新完结篇],http://cl.koco.pw/htm_data/20/1509/856216.html
猎头猎艳[原创连载],http://cl.koco.pw/htm_data/20/1509/1636911.html
一个太监闯内宫（后宫佳丽三千人）（未删减全集）作者：风中啸,http://cl.koco.pw/htm_data/20/1509/1635371.html
朋友的淫妻,http://cl.koco.pw/htm_data/20/1711/2747300.html
迷乱夜晚的娇妻,http://cl.koco.pw/htm_data/20/1711/2746717.html
绝望拘禁作者hmhjhc（持续更新）,http://cl.koco.pw/htm_data/20/1711/2746063.html
转帖  情敌的生殖器。,http://cl.koco.pw/htm_data/20/1711/2745508.html
32岁女同事的诱惑,http://cl.koco.pw/htm_data/20/1711/2744927.html
小姐们的生活:罪,http://cl.koco.pw/htm_data/20/1711/2745052.html
風情譜之三姨太（完）作者：小柔柔,http://cl.koco.pw/htm_data/20/1711/2745152.html
結婚前，老公讓他的死黨趁我酒醉和我發生了關係（完）作者：jessica00,http://cl.koco.pw/htm_data/20/1711/2745132.html
落难女神,http://cl.koco.pw/htm_data/20/1710/2743159.html
爱妻（原名淫妻）（01－09),http://cl.koco.pw/htm_data/20/1708/2569716.html
正妹猎人（2017.8.14更新至第55章）作者：oohoho,http://cl.koco.pw/htm_data/20/1708/2569150.html
哥，我们结婚吧！,http://cl.koco.pw/htm_data/20/1708/2568462.html
色虎的淫乱时代,http://cl.koco.pw/htm_data/20/1708/2569026.html
老婆的秘密（完）　作者：佚名,http://cl.koco.pw/htm_data/20/1708/2568343.html
亲爱的英文老师,http://cl.koco.pw/htm_data/20/1708/2566555.html
幻想OR现实,http://cl.koco.pw/htm_data/20/1708/2566657.html
办公司里上女同事,http://cl.koco.pw/htm_data/20/1708/2565947.html
结了婚的初中同学,http://cl.koco.pw/htm_data/20/1708/2566113.html
被未来公公和他的牌友狂干,http://cl.koco.pw/htm_data/20/1705/2395373.html
相士天王,http://cl.koco.pw/htm_data/20/1705/2395059.html
精灵女王奈尔文的婚礼,http://cl.koco.pw/htm_data/20/1705/2395384.html
我的女上司,http://cl.koco.pw/htm_data/20/1705/2394827.html
成功的聊骚,http://cl.koco.pw/htm_data/20/1705/2394397.html
大学情人,http://cl.koco.pw/htm_data/20/1705/2394344.html
雨中的我和姐姐,http://cl.koco.pw/htm_data/20/1705/2394461.html
放开我的鸡巴  作者：998,http://cl.koco.pw/htm_data/20/1705/2394621.html
第一次给了餐馆的老板娘,http://cl.koco.pw/htm_data/20/1706/2455514.html
母子的爱情,http://cl.koco.pw/htm_data/20/1706/2454768.html
不打不相识,http://cl.koco.pw/htm_data/20/1706/2451924.html
［转帖］小母鸡和小女工,http://cl.koco.pw/htm_data/20/1706/2448993.html
「原创」王者荣耀之黄忠虞姬基地乱情,http://cl.koco.pw/htm_data/20/1706/2448925.html
意外的春天 （第一部+第二部）,http://cl.koco.pw/htm_data/20/1706/2447870.html
性欲很旺盛的少妇,http://cl.koco.pw/htm_data/20/1706/2447262.html
和我合租的房东,http://cl.koco.pw/htm_data/20/1704/2351620.html
我的丝袜美熟母,http://cl.koco.pw/htm_data/20/1704/2350750.html
娇妻的后花园,http://cl.koco.pw/htm_data/20/1704/2351012.html
[短篇]与房东女儿的淫乱,http://cl.koco.pw/htm_data/20/1704/2351003.html
第一次在颱风天硬上了女同学，变成了稳定长期的炮友关系,http://cl.koco.pw/htm_data/20/1704/2350624.html
长腿校花的呻吟,http://cl.koco.pw/htm_data/20/1704/2350596.html
上了一个NJ的女人,http://cl.koco.pw/htm_data/20/1709/2646067.html
黑蝶,http://cl.koco.pw/htm_data/20/1709/2642886.html
（转）麗馨的第二人生 作者：ＮＡＹＵＫＩ,http://cl.koco.pw/htm_data/20/1709/2641359.html
（转）飛天師爺大戰真紅幕張 作者：小雞湯,http://cl.koco.pw/htm_data/20/1709/2641278.html
（转）荊玫  作者：一廂情願,http://cl.koco.pw/htm_data/20/1709/2641144.html
（转）馮嘉怡的婚禮祝福  作者：狐狸弟子,http://cl.koco.pw/htm_data/20/1709/2641139.html
（转）冬草  作者：nana娜娜,http://cl.koco.pw/htm_data/20/1709/2639059.html
（转）丹青 作者：阿美,http://cl.koco.pw/htm_data/20/1709/2639053.html
天生我材必有用+续206-582,http://cl.koco.pw/htm_data/20/1312/1005242.html
[连载]法医也风流（全集已完结）,http://cl.koco.pw/htm_data/20/1304/884670.html
黎明的尽头[1-10（第一季）完结],http://cl.koco.pw/htm_data/20/1404/1059884.html
黑星女侠[1-24完结],http://cl.koco.pw/htm_data/20/1404/1059917.html
导火线[1-22完结],http://cl.koco.pw/htm_data/20/1404/1059891.html
美人妻女模特系列,http://cl.koco.pw/htm_data/20/1411/1261641.html
寒潭鹤影[全],http://cl.koco.pw/htm_data/20/1411/1239262.html
安徽保姆在上海[完]附下载,http://cl.koco.pw/htm_data/20/1411/1267849.html
风月大陆（全本更新完，376楼附良心盘下载）,http://cl.koco.pw/htm_data/20/1405/1072264.html
春满西关叔嫂情[七回全],http://cl.koco.pw/htm_data/20/1405/1087052.html
华夏神龙,http://cl.koco.pw/htm_data/20/1405/1066136.html
白天鹅的翅膀（中篇完）,http://cl.koco.pw/htm_data/20/1405/1075874.html
肉身武器（40章，完结）,http://cl.koco.pw/htm_data/20/1405/1074377.html
狡猾家丁１－８部（完）,http://cl.koco.pw/htm_data/20/1405/924375.html
和美女硕士的完美性爱,http://cl.koco.pw/htm_data/20/1707/2511218.html
真实淫妻历程,http://cl.koco.pw/htm_data/20/1707/2509939.html
喂给女生的精液（完）作者：不详,http://cl.koco.pw/htm_data/20/1707/2510989.html
麻将台上喂少妇吃“爆棚”,http://cl.koco.pw/htm_data/20/1707/2510919.html
结束是不是新的开始,http://cl.koco.pw/htm_data/20/1707/2510639.html
娇淫青春之放纵[全本完],http://cl.koco.pw/htm_data/20/1408/1173638.html
风流武霸[全本完],http://cl.koco.pw/htm_data/20/1408/1171931.html
桃花坳韵事[完结],http://cl.koco.pw/htm_data/20/1408/1204263.html
凌辱女友（1-42）[全],http://cl.koco.pw/htm_data/20/1408/1204183.html
谢琅浪漫记（1-345）[全书完],http://cl.koco.pw/htm_data/20/1408/1167626.html
无处可逃(1-84章)[全],http://cl.koco.pw/htm_data/20/1408/1170403.html
[Rep]霸武邪皇传(1-19)[全],http://cl.koco.pw/htm_data/20/1408/1201569.html
风流邪龙(全2卷)[全本完],http://cl.koco.pw/htm_data/20/1408/1165288.html
换爱黄小兰[5卷共376章完结],http://cl.koco.pw/htm_data/20/1405/1095334.html
富豪私生活隐秘[01-106 章],http://cl.koco.pw/htm_data/20/1405/1112096.html
都市问情[长篇195章全],http://cl.koco.pw/htm_data/20/1405/1094693.html
清云[未删除加番外篇144章完结],http://cl.koco.pw/htm_data/20/1405/1093720.html
女子医院的男医生[长篇571章完结],http://cl.koco.pw/htm_data/20/1405/1093972.html
欲皇乳魔 [未删节1-36章+外章1-12章],http://cl.koco.pw/htm_data/20/1405/1110078.html
都市极乐后宫[01-174],http://cl.koco.pw/htm_data/20/1405/1109651.html
sex note 1-169章[完],http://cl.koco.pw/htm_data/20/1412/1305168.html
蓝雨酒吧的淫靡往事[30章全],http://cl.koco.pw/htm_data/20/1412/1304856.html
《盗香Ⅰ+Ⅱ》(激情全本)[完],http://cl.koco.pw/htm_data/20/1412/1304617.html
风流金刚不倒少[完],http://cl.koco.pw/htm_data/20/1412/1273327.html
大陆演艺圈艳史系列[完],http://cl.koco.pw/htm_data/20/1412/1272654.html
乡村活寡[第一部连载完结],http://cl.koco.pw/htm_data/20/1412/1270571.html
民国浪荡子[129章](全),http://cl.koco.pw/htm_data/20/1412/1271910.html
苍主（全）作者：鸟人,http://cl.koco.pw/htm_data/20/1601/1805141.html
